Precip,Air_Temp_Max,Air_Temp_Min,DayOfWeek,Operating_Airline,Dest,DestState,DepDelay,DepDel15,DepTimeBlk,Distance,DistanceGroup,DepDelayBinary
0.07,62,47,3,WN,PHX,AZ,-2.0,0.0,0001-0559,651.0,3,0
0.0,72,54,5,AA,JFK,NY,-12.0,0.0,1300-1359,2586.0,11,0
0.01,67,50,2,UA,PDX,OR,7.0,0.0,2200-2259,550.0,3,1
0.04,65,50,5,OO,PSC,WA,55.0,1.0,1000-1059,620.0,3,1
0.01,69,52,1,AS,SEA,WA,38.0,1.0,1900-1959,679.0,3,1
0.01,71,55,3,WN,LAX,CA,-3.0,0.0,2100-2159,337.0,2,0
0.02,67,50,4,OO,BZN,MT,-6.0,0.0,1000-1059,807.0,4,0
0.0,67,52,3,AS,LAS,NV,-5.0,0.0,0600-0659,414.0,2,0
0.12,57,45,5,UA,DEN,CO,-1.0,0.0,0800-0859,967.0,4,0
0.0,73,55,1,WN,LAX,CA,3.0,0.0,1100-1159,337.0,2,1
0.01,69,53,4,WN,DEN,CO,-1.0,0.0,0900-0959,967.0,4,0
0.09,64,49,1,DL,DTW,MI,-2.0,0.0,0001-0559,2079.0,9,0
0.0,72,56,4,AA,JFK,NY,-4.0,0.0,0600-0659,2586.0,11,0
0.05,63,48,5,F9,LAS,NV,-6.0,0.0,1100-1159,414.0,2,0
0.0,72,55,1,DL,BOS,MA,28.0,1.0,1300-1359,2704.0,11,1
0.01,69,53,4,UA,KOA,HI,3.0,0.0,1600-1659,2367.0,10,1
0.13,62,48,6,WN,LAX,CA,-3.0,0.0,0001-0559,337.0,2,0
0.16,57,45,4,UA,IAH,TX,-6.0,0.0,1600-1659,1635.0,7,0
0.04,64,48,5,UA,RSW,FL,-3.0,0.0,0900-0959,2481.0,10,0
0.07,64,47,7,UA,PDX,OR,-2.0,0.0,0800-0859,550.0,3,0
0.12,57,44,7,OO,JAC,WY,-6.0,0.0,0900-0959,737.0,3,0
0.04,67,50,4,DL,SLC,UT,-3.0,0.0,0600-0659,599.0,3,0
0.02,65,48,4,UA,PHX,AZ,-4.0,0.0,1900-1959,651.0,3,0
0.12,57,44,7,B6,BOS,MA,-7.0,0.0,0700-0759,2704.0,11,0
0.12,57,44,7,UA,BOS,MA,161.0,1.0,2300-2359,2704.0,11,1
0.09,64,49,1,DL,DTW,MI,5.0,0.0,1200-1259,2079.0,9,1
0.0,71,54,2,UA,HNL,HI,90.0,1.0,1100-1159,2398.0,10,1
0.15,58,46,2,DL,MSP,MN,-9.0,0.0,1500-1559,1589.0,7,0
0.04,66,50,6,DL,SLC,UT,14.0,0.0,0600-0659,599.0,3,1
0.0,74,56,2,OO,SNA,CA,-10.0,0.0,1700-1759,372.0,2,0
0.0,72,54,2,WN,DEN,CO,2.0,0.0,1200-1259,967.0,4,1
0.0,72,56,5,WN,SAN,CA,5.0,0.0,1200-1259,447.0,2,1
0.11,57,44,3,AA,PHX,AZ,-10.0,0.0,0900-0959,651.0,3,0
0.13,60,46,5,OO,RDD,CA,22.0,1.0,1000-1059,199.0,1,1
0.12,57,44,7,OO,RNO,NV,-5.0,0.0,1200-1259,192.0,1,0
0.09,58,44,6,OO,EUG,OR,-10.0,0.0,1000-1059,451.0,2,0
0.11,60,45,5,OO,LAX,CA,-4.0,0.0,1700-1759,337.0,2,0
0.31,59,46,2,AA,CLT,NC,-8.0,0.0,2300-2359,2296.0,10,0
0.2,60,46,1,UA,JFK,NY,225.0,1.0,0800-0859,2586.0,11,1
0.04,63,50,7,OO,AUS,TX,-7.0,0.0,0800-0859,1504.0,7,0
0.0,72,55,6,OO,BFL,CA,-5.0,0.0,2200-2259,238.0,1,0
0.16,56,44,3,UA,DEN,CO,-6.0,0.0,1100-1159,967.0,4,0
0.0,72,54,1,B6,LAX,CA,-5.0,0.0,1900-1959,337.0,2,0
0.0,71,56,5,AS,JFK,NY,-7.0,0.0,0700-0759,2586.0,11,0
0.2,57,44,1,DL,BOS,MA,-5.0,0.0,1500-1559,2704.0,11,0
0.06,61,49,1,OO,RDM,OR,-9.0,0.0,1000-1059,462.0,2,0
0.0,71,54,2,UA,EWR,NJ,4.0,0.0,1400-1459,2565.0,11,1
0.04,64,49,1,UA,IAD,VA,-6.0,0.0,1300-1359,2419.0,10,0
0.0,72,56,7,OO,PSP,CA,-12.0,0.0,0800-0859,421.0,2,0
0.01,69,53,4,WN,SAN,CA,0.0,0.0,0001-0559,447.0,2,0
0.01,67,51,5,WN,LAX,CA,3.0,0.0,1300-1359,337.0,2,1
0.11,63,48,7,OO,DFW,TX,-1.0,0.0,1200-1259,1464.0,6,0
0.0,74,55,3,AS,SEA,WA,11.0,0.0,1300-1359,679.0,3,1
0.07,64,47,7,OO,SBA,CA,17.0,1.0,1800-1859,262.0,2,1
0.06,63,48,1,UA,EWR,NJ,6.0,0.0,1300-1359,2565.0,11,1
0.01,67,50,5,AA,CLT,NC,31.0,1.0,0001-0559,2296.0,10,1
0.03,63,48,2,UA,KOA,HI,8.0,0.0,0900-0959,2367.0,10,1
0.01,68,52,5,OO,OTH,OR,60.0,1.0,1100-1159,412.0,2,1
0.0,73,55,5,OO,TUS,AZ,-7.0,0.0,1300-1359,751.0,4,0
0.11,65,48,2,DL,ATL,GA,-3.0,0.0,0600-0659,2139.0,9,0
0.16,60,47,7,WN,PHX,AZ,-1.0,0.0,1300-1359,651.0,3,0
0.07,64,47,3,UA,HNL,HI,-1.0,0.0,1900-1959,2398.0,10,0
0.08,62,47,2,AS,SEA,WA,235.0,1.0,1200-1259,679.0,3,1
0.07,64,48,5,UA,EWR,NJ,7.0,0.0,0800-0859,2565.0,11,1
0.0,67,50,3,B6,JFK,NY,-6.0,0.0,1100-1159,2586.0,11,0
0.0,73,55,5,OO,SUN,ID,-8.0,0.0,1800-1859,587.0,3,0
0.19,59,47,3,UA,MSY,LA,-2.0,0.0,1000-1059,1911.0,8,0
0.0,72,54,7,QX,PAE,WA,-2.0,0.0,0900-0959,710.0,3,0
0.06,58,44,2,UA,ORD,IL,6.0,0.0,1300-1359,1846.0,8,1
0.0,73,54,3,UA,IAH,TX,-5.0,0.0,1800-1859,1635.0,7,0
0.16,56,44,3,UA,DEN,CO,-8.0,0.0,0800-0859,967.0,4,0
0.0,72,56,5,OO,ACV,CA,-6.0,0.0,1000-1059,250.0,2,0
0.0,72,54,3,AS,EWR,NJ,-2.0,0.0,0700-0759,2565.0,11,0
0.11,63,48,7,UA,ORD,IL,-3.0,0.0,0800-0859,1846.0,8,0
0.13,54,43,4,OO,PSP,CA,-7.0,0.0,0800-0859,421.0,2,0
0.0,70,56,4,OO,FCA,MT,6.0,0.0,1100-1159,844.0,4,1
0.01,67,52,4,UA,BNA,TN,-5.0,0.0,1000-1059,1969.0,8,0
0.1,62,47,1,OO,RNO,NV,15.0,1.0,1800-1859,192.0,1,1
0.0,72,56,6,UA,MFR,OR,4.0,0.0,2200-2259,329.0,2,1
0.0,72,55,7,AS,PDX,OR,8.0,0.0,1200-1259,550.0,3,1
0.03,67,51,3,DL,JFK,NY,-4.0,0.0,1600-1659,2586.0,11,0
0.01,70,53,4,UA,SEA,WA,-2.0,0.0,0600-0659,679.0,3,0
0.05,63,48,5,OO,LAX,CA,5.0,0.0,1200-1259,337.0,2,1
0.17,60,46,6,OO,LAX,CA,-9.0,0.0,0600-0659,337.0,2,0
0.01,68,52,1,UA,JFK,NY,24.0,1.0,0900-0959,2586.0,11,1
0.09,62,48,4,AA,CLT,NC,-1.0,0.0,0800-0859,2296.0,10,0
0.0,67,50,3,DL,SLC,UT,-4.0,0.0,1700-1759,599.0,3,0
0.13,62,48,3,AS,BOS,MA,-3.0,0.0,0900-0959,2704.0,11,0
0.02,67,50,7,OO,EUG,OR,-5.0,0.0,1000-1059,451.0,2,0
0.16,56,44,7,OO,LAX,CA,-5.0,0.0,0900-0959,337.0,2,0
0.17,61,48,3,HA,HNL,HI,7.0,0.0,0900-0959,2398.0,10,1
0.0,72,54,1,OO,SLC,UT,-4.0,0.0,1200-1259,599.0,3,0
0.0,73,55,6,OO,SEA,WA,-6.0,0.0,2000-2059,679.0,3,0
0.0,73,54,3,OO,SAN,CA,9.0,0.0,1700-1759,447.0,2,1
0.11,58,44,1,F9,LAS,NV,-9.0,0.0,2200-2259,414.0,2,0
0.0,72,55,7,OO,SNA,CA,-2.0,0.0,0800-0859,372.0,2,0
0.0,72,56,3,DL,SLC,UT,0.0,0.0,1300-1359,599.0,3,0
0.09,56,44,6,OO,ABQ,NM,-9.0,0.0,1900-1959,896.0,4,0
0.11,57,44,3,AS,SEA,WA,-9.0,0.0,1300-1359,679.0,3,0
0.14,61,47,1,OO,EUG,OR,2.0,0.0,1600-1659,451.0,2,1
0.0,72,56,2,OO,LAX,CA,-3.0,0.0,0900-0959,337.0,2,0
0.05,63,48,5,UA,IAH,TX,5.0,0.0,1600-1659,1635.0,7,1
0.02,67,50,4,B6,EWR,NJ,-6.0,0.0,2000-2059,2565.0,11,0
0.4,55,43,2,UA,IAD,VA,5.0,0.0,1300-1359,2419.0,10,1
0.0,72,55,2,UA,AUS,TX,-4.0,0.0,0800-0859,1504.0,7,0
0.17,60,46,6,QX,PHX,AZ,-3.0,0.0,1400-1459,651.0,3,0
0.06,61,49,1,OO,SBP,CA,-9.0,0.0,0800-0859,190.0,1,0
0.13,54,43,4,UA,HNL,HI,3.0,0.0,1100-1159,2398.0,10,1
0.01,67,51,7,UA,AUS,TX,-1.0,0.0,1300-1359,1504.0,7,0
0.04,64,47,2,AA,CLT,NC,7.0,0.0,1100-1159,2296.0,10,1
0.02,66,50,4,OO,SBA,CA,-1.0,0.0,0800-0859,262.0,2,0
0.19,59,47,3,OO,PSP,CA,-7.0,0.0,1900-1959,421.0,2,0
0.0,72,56,7,UA,LAS,NV,69.0,1.0,2000-2059,414.0,2,1
0.04,67,50,4,OO,BOI,ID,-3.0,0.0,0800-0859,522.0,3,0
0.02,68,52,2,UA,LAX,CA,91.0,1.0,1600-1659,337.0,2,1
0.17,60,46,6,OO,SNA,CA,79.0,1.0,1000-1059,372.0,2,1
0.06,67,53,5,OO,PSP,CA,-5.0,0.0,1100-1159,421.0,2,0
0.03,67,51,3,UA,LAX,CA,-4.0,0.0,0001-0559,337.0,2,0
0.0,72,55,4,UA,DEN,CO,0.0,0.0,0600-0659,967.0,4,0
0.2,63,48,4,OO,PSP,CA,22.0,1.0,1000-1059,421.0,2,1
0.13,59,45,4,AS,HNL,HI,1.0,0.0,1100-1159,2398.0,10,1
0.08,62,47,2,AA,ORD,IL,-7.0,0.0,2200-2259,1846.0,8,0
0.09,60,46,4,UA,HNL,HI,-2.0,0.0,0800-0859,2398.0,10,0
0.0,72,56,4,OO,RNO,NV,-7.0,0.0,1400-1459,192.0,1,0
0.14,61,47,1,DL,MSP,MN,45.0,1.0,1500-1559,1589.0,7,1
0.18,57,45,3,UA,ORD,IL,26.0,1.0,2300-2359,1846.0,8,1
0.0,72,54,2,UA,ATL,GA,7.0,0.0,1000-1059,2139.0,9,1
0.01,68,53,6,UA,IAD,VA,-1.0,0.0,1600-1659,2419.0,10,0
0.01,68,52,1,UA,DEN,CO,-4.0,0.0,0001-0559,967.0,4,0
0.06,58,44,2,AA,LAX,CA,-9.0,0.0,0800-0859,337.0,2,0
0.17,61,48,3,AS,SEA,WA,-7.0,0.0,1600-1659,679.0,3,0
0.02,64,48,6,OO,SMF,CA,-1.0,0.0,2200-2259,86.0,1,0
0.12,60,46,5,OO,SLC,UT,-2.0,0.0,0800-0859,599.0,3,0
0.01,67,51,6,OO,SAN,CA,-7.0,0.0,1300-1359,447.0,2,0
0.0,72,54,4,AA,DFW,TX,18.0,1.0,1200-1259,1464.0,6,1
0.0,72,54,5,OO,LAX,CA,-8.0,0.0,1700-1759,337.0,2,0
0.13,54,43,4,WN,LAS,NV,168.0,1.0,1700-1759,414.0,2,1
0.2,60,46,1,OO,ONT,CA,-3.0,0.0,1300-1359,363.0,2,0
0.19,59,47,3,AS,JFK,NY,-5.0,0.0,0700-0759,2586.0,11,0
0.0,73,55,5,OO,SNA,CA,-2.0,0.0,0600-0659,372.0,2,0
0.1,59,46,3,AS,PDX,OR,-10.0,0.0,1700-1759,550.0,3,0
0.18,57,44,2,AA,JFK,NY,-5.0,0.0,2200-2259,2586.0,11,0
0.0,72,56,4,UA,PSP,CA,27.0,1.0,1000-1059,421.0,2,1
0.09,56,45,5,UA,OGG,HI,-12.0,0.0,1100-1159,2338.0,10,0
0.0,70,53,5,UA,BWI,MD,-4.0,0.0,2200-2259,2457.0,10,0
0.06,65,50,3,B6,JFK,NY,-6.0,0.0,2000-2059,2586.0,11,0
0.01,67,51,5,DL,JFK,NY,9.0,0.0,0700-0759,2586.0,11,1
0.2,56,44,6,WN,LAS,NV,-5.0,0.0,0700-0759,414.0,2,0
0.0,72,56,2,OO,SEA,WA,-7.0,0.0,1300-1359,679.0,3,0
0.12,60,46,5,UA,PHX,AZ,-4.0,0.0,1300-1359,651.0,3,0
0.02,64,48,6,UA,ORD,IL,-1.0,0.0,1000-1059,1846.0,8,0
0.0,73,54,3,UA,OGG,HI,-4.0,0.0,1300-1359,2338.0,10,0
0.05,63,48,5,UA,SAN,CA,-8.0,0.0,1300-1359,447.0,2,0
0.11,63,48,7,UA,SEA,WA,-3.0,0.0,1900-1959,679.0,3,0
0.0,70,53,5,WN,BUR,CA,-2.0,0.0,0700-0759,326.0,2,0
0.1,62,47,1,AA,PHX,AZ,-8.0,0.0,1800-1859,651.0,3,0
0.04,64,49,1,UA,SAN,CA,-8.0,0.0,1700-1759,447.0,2,0
0.01,66,50,1,OO,SAN,CA,41.0,1.0,1900-1959,447.0,2,1
0.13,56,44,4,AA,MIA,FL,81.0,1.0,2100-2159,2585.0,11,1
0.07,63,48,5,DL,DTW,MI,0.0,0.0,2200-2259,2079.0,9,0
0.0,72,54,7,UA,ORD,IL,11.0,0.0,0001-0559,1846.0,8,1
0.01,67,50,2,UA,LAX,CA,-4.0,0.0,0800-0859,337.0,2,0
0.0,72,54,3,UA,SNA,CA,2.0,0.0,1300-1359,372.0,2,1
0.0,74,55,3,OO,SAN,CA,23.0,1.0,1200-1259,447.0,2,1
0.22,60,47,4,OO,LAX,CA,-3.0,0.0,0600-0659,337.0,2,0
0.0,73,55,1,OO,RNO,NV,-9.0,0.0,1400-1459,192.0,1,0
0.0,70,53,7,AA,MIA,FL,-5.0,0.0,0700-0759,2585.0,11,0
0.09,58,44,6,AS,SEA,WA,-3.0,0.0,1000-1059,679.0,3,0
0.0,71,55,6,AA,CLT,NC,-5.0,0.0,0700-0759,2296.0,10,0
0.05,59,45,6,UA,EWR,NJ,-7.0,0.0,1000-1059,2565.0,11,0
0.0,72,56,4,UA,RDM,OR,-9.0,0.0,1600-1659,462.0,2,0
0.0,73,54,6,AS,ORD,IL,15.0,1.0,0800-0859,1846.0,8,1
0.02,66,48,3,B6,JFK,NY,-11.0,0.0,2000-2059,2586.0,11,0
0.0,73,55,5,UA,HNL,HI,-2.0,0.0,1900-1959,2398.0,10,0
0.0,73,56,1,UA,LAX,CA,1.0,0.0,2000-2059,337.0,2,1
0.01,69,53,4,AA,JFK,NY,77.0,1.0,2200-2259,2586.0,11,1
0.06,64,50,6,UA,DEN,CO,-2.0,0.0,1200-1259,967.0,4,0
0.16,60,47,7,OO,BOI,ID,-2.0,0.0,1200-1259,522.0,3,0
0.04,64,48,5,UA,FLL,FL,18.0,1.0,2200-2259,2584.0,11,1
0.06,63,48,1,OO,SBP,CA,-11.0,0.0,2200-2259,190.0,1,0
0.0,71,54,2,OO,SNA,CA,21.0,1.0,1200-1259,372.0,2,1
0.0,72,55,4,UA,SLC,UT,-5.0,0.0,1600-1659,599.0,3,0
0.0,72,56,7,UA,IAD,VA,22.0,1.0,1000-1059,2419.0,10,1
0.12,56,43,1,UA,LAX,CA,13.0,0.0,2000-2059,337.0,2,1
0.2,63,48,4,AS,LAS,NV,2.0,0.0,1700-1759,414.0,2,1
0.0,72,56,5,OO,PSP,CA,-1.0,0.0,0800-0859,421.0,2,0
0.02,68,52,6,OO,SAN,CA,-6.0,0.0,2000-2059,447.0,2,0
0.01,71,54,4,OO,SBP,CA,5.0,0.0,2200-2259,190.0,1,1
0.07,55,43,3,DL,MSP,MN,-1.0,0.0,1500-1559,1589.0,7,0
0.09,56,44,6,UA,DEN,CO,-10.0,0.0,2000-2059,967.0,4,0
0.0,72,54,1,OO,LAX,CA,-3.0,0.0,1700-1759,337.0,2,0
0.09,62,48,7,OO,TUS,AZ,-4.0,0.0,0900-0959,751.0,4,0
0.11,57,44,1,OO,OTH,OR,-2.0,0.0,1100-1159,412.0,2,0
0.01,71,54,4,UA,PDX,OR,-1.0,0.0,1000-1059,550.0,3,0
0.13,62,48,3,OO,BFL,CA,11.0,0.0,1000-1059,238.0,1,1
0.11,65,48,2,OO,LAX,CA,-4.0,0.0,0600-0659,337.0,2,0
0.0,69,53,7,UA,LAX,CA,-3.0,0.0,1600-1659,337.0,2,0
0.0,69,53,7,UA,SAT,TX,0.0,0.0,1000-1059,1482.0,6,0
0.0,73,55,5,AS,LAS,NV,-13.0,0.0,0600-0659,414.0,2,0
0.11,60,45,5,OO,BOI,ID,-4.0,0.0,0800-0859,522.0,3,0
0.0,70,53,7,DL,JFK,NY,0.0,0.0,1600-1659,2586.0,11,0
0.0,73,54,3,OO,BOI,ID,-1.0,0.0,0900-0959,522.0,3,0
0.02,66,50,4,OO,LAX,CA,-8.0,0.0,1500-1559,337.0,2,0
0.02,66,48,3,OO,RDM,OR,-2.0,0.0,2200-2259,462.0,2,0
0.0,72,56,3,B6,FLL,FL,-10.0,0.0,2300-2359,2584.0,11,0
0.01,70,53,4,QX,RDM,OR,4.0,0.0,1900-1959,462.0,2,1
0.04,64,49,1,UA,SAN,CA,-1.0,0.0,0800-0859,447.0,2,0
0.04,64,47,2,OO,GEG,WA,88.0,1.0,1200-1259,733.0,3,1
0.0,70,53,2,DL,MSP,MN,-7.0,0.0,0600-0659,1589.0,7,0
0.05,63,48,5,OO,LAX,CA,5.0,0.0,0800-0859,337.0,2,1
0.07,64,47,7,AS,SEA,WA,-2.0,0.0,2000-2059,679.0,3,0
0.0,72,56,7,B6,BOS,MA,-3.0,0.0,1500-1559,2704.0,11,0
0.09,59,45,3,UA,HNL,HI,-3.0,0.0,1300-1359,2398.0,10,0
0.02,66,51,2,OO,LAX,CA,74.0,1.0,1700-1759,337.0,2,1
0.0,73,55,5,DL,JFK,NY,7.0,0.0,0600-0659,2586.0,11,1
0.04,67,50,4,AA,ORD,IL,1.0,0.0,2300-2359,1846.0,8,1
0.01,69,53,4,DL,SEA,WA,12.0,0.0,1300-1359,679.0,3,1
0.02,67,51,1,AS,JFK,NY,-4.0,0.0,2300-2359,2586.0,11,0
0.17,62,48,2,DL,JFK,NY,3.0,0.0,1600-1659,2586.0,11,1
0.0,72,55,4,UA,PDX,OR,-5.0,0.0,2100-2159,550.0,3,0
0.03,66,49,1,AA,PHX,AZ,-9.0,0.0,0001-0559,651.0,3,0
0.06,62,47,6,UA,PDX,OR,7.0,0.0,2200-2259,550.0,3,1
0.01,68,52,6,UA,DEN,CO,1.0,0.0,1400-1459,967.0,4,1
0.11,58,44,1,OO,SEA,WA,-4.0,0.0,0600-0659,679.0,3,0
0.09,62,48,7,UA,ORD,IL,-5.0,0.0,1600-1659,1846.0,8,0
0.03,63,48,2,OO,LAX,CA,-6.0,0.0,1200-1259,337.0,2,0
0.4,55,43,2,AA,DFW,TX,16.0,1.0,0600-0659,1464.0,6,1
0.06,63,48,6,UA,SEA,WA,5.0,0.0,1600-1659,679.0,3,1
0.2,57,44,1,OO,PSP,CA,-13.0,0.0,1900-1959,421.0,2,0
0.0,70,56,4,WN,SAN,CA,39.0,1.0,2000-2059,447.0,2,1
0.06,62,47,6,OO,RDM,OR,33.0,1.0,2200-2259,462.0,2,1
0.06,64,50,6,WN,BUR,CA,-3.0,0.0,0600-0659,326.0,2,0
0.0,72,54,5,UA,SEA,WA,-3.0,0.0,1900-1959,679.0,3,0
0.02,66,51,2,UA,LAX,CA,-3.0,0.0,1600-1659,337.0,2,0
0.01,68,53,5,UA,ORD,IL,23.0,1.0,1900-1959,1846.0,8,1
0.17,61,48,3,AS,SEA,WA,-7.0,0.0,0600-0659,679.0,3,0
0.0,71,54,6,AS,OGG,HI,35.0,1.0,1200-1259,2338.0,10,1
0.0,72,56,7,OO,SBA,CA,-7.0,0.0,0700-0759,262.0,2,0
0.0,72,55,7,UA,LAS,NV,-7.0,0.0,0800-0859,414.0,2,0
0.2,56,44,6,UA,EWR,NJ,13.0,0.0,1300-1359,2565.0,11,1
0.1,56,44,7,OO,PSP,CA,1.0,0.0,1900-1959,421.0,2,1
0.09,64,49,1,AA,PHX,AZ,-9.0,0.0,0001-0559,651.0,3,0
0.24,60,47,6,AA,PHX,AZ,-6.0,0.0,0600-0659,651.0,3,0
0.14,61,48,7,UA,SAN,CA,6.0,0.0,1600-1659,447.0,2,1
0.09,56,44,6,UA,JFK,NY,-8.0,0.0,0800-0859,2586.0,11,0
0.07,66,49,2,OO,SAN,CA,-4.0,0.0,1000-1059,447.0,2,0
0.0,70,56,4,UA,LAX,CA,-3.0,0.0,2000-2059,337.0,2,0
0.0,67,49,2,OO,LAX,CA,2.0,0.0,1300-1359,337.0,2,1
0.01,67,51,3,UA,SEA,WA,-4.0,0.0,1300-1359,679.0,3,0
0.13,62,48,6,HA,OGG,HI,0.0,0.0,1000-1059,2338.0,10,0
0.02,68,52,2,UA,TPA,FL,-1.0,0.0,0900-0959,2393.0,10,0
0.01,69,53,4,OO,STS,CA,-2.0,0.0,2200-2259,66.0,1,0
0.02,67,50,7,WN,BUR,CA,-3.0,0.0,0800-0859,326.0,2,0
0.0,73,54,3,DL,SLC,UT,331.0,1.0,1300-1359,599.0,3,1
0.06,58,44,2,B6,EWR,NJ,-14.0,0.0,1300-1359,2565.0,11,0
0.0,72,56,3,AS,JFK,NY,-3.0,0.0,2300-2359,2586.0,11,0
0.01,69,52,4,DL,ATL,GA,-5.0,0.0,1500-1559,2139.0,9,0
0.11,60,45,5,AS,PDX,OR,-3.0,0.0,1400-1459,550.0,3,0
0.03,64,48,1,UA,DEN,CO,3.0,0.0,1600-1659,967.0,4,1
0.01,67,51,3,DL,SLC,UT,58.0,1.0,1700-1759,599.0,3,1
0.06,63,48,1,B6,FLL,FL,2.0,0.0,1300-1359,2584.0,11,1
0.0,72,54,5,OO,SBP,CA,-10.0,0.0,1000-1059,190.0,1,0
0.02,66,48,3,UA,MCO,FL,-3.0,0.0,0800-0859,2446.0,10,0
0.06,62,47,1,OO,RNO,NV,-2.0,0.0,0800-0859,192.0,1,0
0.12,57,44,7,AA,PHL,PA,-11.0,0.0,1200-1259,2521.0,11,0
0.02,69,53,1,AS,EWR,NJ,-2.0,0.0,2200-2259,2565.0,11,0
0.02,67,50,4,OO,TUS,AZ,-4.0,0.0,2000-2059,751.0,4,0
0.0,70,56,4,OO,SNA,CA,0.0,0.0,1100-1159,372.0,2,0
0.12,56,43,1,UA,SAN,CA,95.0,1.0,1900-1959,447.0,2,1
0.0,72,55,1,DL,JFK,NY,-2.0,0.0,1100-1159,2586.0,11,0
0.01,69,52,1,OO,LAX,CA,-10.0,0.0,1700-1759,337.0,2,0
0.01,67,52,4,OO,ACV,CA,0.0,0.0,2200-2259,250.0,2,0
0.06,65,50,3,OO,SBP,CA,-8.0,0.0,1600-1659,190.0,1,0
0.16,56,44,7,DL,SLC,UT,-2.0,0.0,1700-1759,599.0,3,0
0.0,72,55,7,F9,DEN,CO,-7.0,0.0,0600-0659,967.0,4,0
0.04,64,47,2,UA,CLE,OH,-11.0,0.0,1400-1459,2161.0,9,0
0.02,64,48,5,UA,ORD,IL,5.0,0.0,1600-1659,1846.0,8,1
0.0,72,53,1,DL,LAX,CA,-5.0,0.0,1900-1959,337.0,2,0
0.13,62,48,6,OO,MFR,OR,11.0,0.0,1600-1659,329.0,2,1
0.11,62,46,7,OO,LAX,CA,-2.0,0.0,1000-1059,337.0,2,0
0.0,68,53,6,UA,DEN,CO,-6.0,0.0,0600-0659,967.0,4,0
0.0,70,56,4,OO,PDX,OR,-2.0,0.0,1900-1959,550.0,3,0
0.0,70,56,4,WN,LAS,NV,0.0,0.0,0001-0559,414.0,2,0
0.12,57,44,7,QX,PHX,AZ,8.0,0.0,1400-1459,651.0,3,1
0.0,74,55,3,B6,BOS,MA,-9.0,0.0,1500-1559,2704.0,11,0
0.0,73,56,1,UA,EUG,OR,-3.0,0.0,1600-1659,451.0,2,0
0.11,65,48,2,UA,MCO,FL,-6.0,0.0,0800-0859,2446.0,10,0
0.09,56,44,6,AA,DFW,TX,-1.0,0.0,1300-1359,1464.0,6,0
0.03,63,48,2,AS,EWR,NJ,259.0,1.0,0700-0759,2565.0,11,1
0.1,62,48,5,OO,PSC,WA,-3.0,0.0,1000-1059,620.0,3,0
0.22,60,47,4,UA,IAD,VA,1.0,0.0,1300-1359,2419.0,10,1
0.0,72,56,6,AA,MIA,FL,3.0,0.0,2300-2359,2585.0,11,1
0.0,72,55,7,OO,SAN,CA,-3.0,0.0,2000-2059,447.0,2,0
0.0,72,55,7,OO,SAN,CA,-4.0,0.0,2200-2259,447.0,2,0
0.02,64,48,6,AA,ORD,IL,-4.0,0.0,1200-1259,1846.0,8,0
0.0,72,54,3,UA,PHX,AZ,-6.0,0.0,1000-1059,651.0,3,0
0.06,67,53,5,OO,RNO,NV,-7.0,0.0,1400-1459,192.0,1,0
0.2,60,46,1,UA,PDX,OR,5.0,0.0,2200-2259,550.0,3,1
0.12,57,45,5,OO,SNA,CA,-6.0,0.0,1300-1359,372.0,2,0
0.31,59,46,2,UA,OGG,HI,8.0,0.0,1600-1659,2338.0,10,1
0.06,64,49,7,OO,PSP,CA,0.0,0.0,1600-1659,421.0,2,0
0.02,64,48,5,OO,SEA,WA,1.0,0.0,1000-1059,679.0,3,1
0.02,64,48,6,QX,PHX,AZ,-5.0,0.0,1200-1259,651.0,3,0
0.03,68,49,3,UA,PHX,AZ,-1.0,0.0,1000-1059,651.0,3,0
0.0,72,54,5,AS,JFK,NY,8.0,0.0,0700-0759,2586.0,11,1
0.0,73,56,1,UA,ABQ,NM,-5.0,0.0,0800-0859,896.0,4,0
0.13,54,43,4,UA,DEN,CO,40.0,1.0,1600-1659,967.0,4,1
0.22,60,47,4,OO,GEG,WA,-1.0,0.0,1700-1759,733.0,3,0
0.01,67,51,5,UA,IAH,TX,-1.0,0.0,1100-1159,1635.0,7,0
0.0,71,54,7,DL,MSP,MN,0.0,0.0,1200-1259,1589.0,7,0
0.31,59,46,2,UA,MIA,FL,-3.0,0.0,0800-0859,2585.0,11,0
0.11,60,48,2,OO,SMF,CA,18.0,1.0,2200-2259,86.0,1,1
0.03,63,48,2,OO,BFL,CA,-4.0,0.0,1000-1059,238.0,1,0
0.0,72,54,1,OO,SLC,UT,11.0,0.0,1800-1859,599.0,3,1
0.02,67,50,4,AA,JFK,NY,-6.0,0.0,2200-2259,2586.0,11,0
0.06,64,49,7,UA,HNL,HI,-7.0,0.0,1100-1159,2398.0,10,0
0.11,63,48,7,OO,LAX,CA,-1.0,0.0,1100-1159,337.0,2,0
0.01,70,53,4,DL,SLC,UT,-6.0,0.0,1700-1759,599.0,3,0
0.03,68,49,3,UA,DEN,CO,-10.0,0.0,1000-1059,967.0,4,0
0.01,67,50,5,AA,PHX,AZ,6.0,0.0,0900-0959,651.0,3,1
0.0,72,55,1,UA,HNL,HI,44.0,1.0,1100-1159,2398.0,10,1
0.08,62,47,2,DL,SEA,WA,-6.0,0.0,1400-1459,679.0,3,0
