Precip,Air_Temp_Max,Air_Temp_Min,DayOfWeek,Operating_Airline,Dest,DestState,DepDelay,DepDel15,DepTimeBlk,Distance,DistanceGroup,DepDelayBinary
0.12,57,44,7,AS,SEA,WA,-15.0,0.0,2100-2159,679.0,3,0
0.0,69,53,7,UA,LAS,NV,-5.0,0.0,1900-1959,414.0,2,0
0.0,68,53,2,UA,SNA,CA,-4.0,0.0,1000-1059,372.0,2,0
0.12,57,45,5,DL,SLC,UT,-8.0,0.0,1000-1059,599.0,3,0
0.06,65,50,3,AS,LAS,NV,-5.0,0.0,1700-1759,414.0,2,0
0.1,56,44,7,UA,SEA,WA,15.0,1.0,1300-1359,679.0,3,1
0.05,60,47,7,OO,RDM,OR,-6.0,0.0,1600-1659,462.0,2,0
0.2,63,48,4,UA,PHX,AZ,-6.0,0.0,1200-1259,651.0,3,0
0.02,66,48,3,UA,ORD,IL,4.0,0.0,1000-1059,1846.0,8,1
0.13,62,48,3,UA,PSP,CA,0.0,0.0,0800-0859,421.0,2,0
0.02,65,48,4,UA,DEN,CO,-3.0,0.0,0001-0559,967.0,4,0
0.02,66,48,3,OO,BZN,MT,-2.0,0.0,1000-1059,807.0,4,0
0.13,59,46,5,OO,LAX,CA,-4.0,0.0,0600-0659,337.0,2,0
0.05,60,47,7,UA,SAN,CA,9.0,0.0,1600-1659,447.0,2,1
0.02,63,49,6,OO,SAN,CA,-7.0,0.0,1400-1459,447.0,2,0
0.12,57,44,7,B6,FLL,FL,6.0,0.0,2200-2259,2584.0,11,1
0.11,60,45,5,UA,IAH,TX,-2.0,0.0,0700-0759,1635.0,7,0
0.17,62,48,2,UA,LAX,CA,-7.0,0.0,0001-0559,337.0,2,0
0.02,68,52,6,UA,MCO,FL,6.0,0.0,2200-2259,2446.0,10,1
0.07,64,47,7,WN,LAS,NV,-5.0,0.0,0001-0559,414.0,2,0
0.09,56,44,5,UA,SAN,CA,-3.0,0.0,1900-1959,447.0,2,0
0.04,64,48,5,UA,MSY,LA,0.0,0.0,2300-2359,1911.0,8,0
0.09,62,48,4,OO,LAX,CA,-12.0,0.0,0800-0859,337.0,2,0
0.08,61,48,1,OO,EUG,OR,-2.0,0.0,1000-1059,451.0,2,0
0.0,69,51,7,AA,DFW,TX,-2.0,0.0,1300-1359,1464.0,6,0
0.13,62,48,6,UA,LIH,HI,-6.0,0.0,1000-1059,2447.0,10,0
0.02,67,51,1,WN,SAN,CA,-4.0,0.0,2100-2159,447.0,2,0
0.0,74,55,3,UA,SNA,CA,0.0,0.0,1000-1059,372.0,2,0
0.0,73,55,5,UA,LIH,HI,3.0,0.0,1600-1659,2447.0,10,1
0.0,72,55,4,DL,JFK,NY,-2.0,0.0,1200-1259,2586.0,11,0
0.0,72,55,2,OO,MFR,OR,-6.0,0.0,1600-1659,329.0,2,0
0.09,59,45,3,AA,ORD,IL,-6.0,0.0,2300-2359,1846.0,8,0
0.0,72,56,5,DL,SLC,UT,-2.0,0.0,1700-1759,599.0,3,0
0.17,60,46,6,OO,SMF,CA,-5.0,0.0,1800-1859,86.0,1,0
0.0,72,54,2,AS,SEA,WA,28.0,1.0,1500-1559,679.0,3,1
0.2,60,46,1,OO,SAN,CA,-5.0,0.0,0600-0659,447.0,2,0
0.2,56,44,6,OO,PSP,CA,-3.0,0.0,1600-1659,421.0,2,0
0.0,73,55,5,AA,ORD,IL,140.0,1.0,1300-1359,1846.0,8,1
0.06,62,47,1,AS,DCA,VA,-2.0,0.0,0800-0859,2442.0,10,0
0.0,73,54,2,AA,JFK,NY,-4.0,0.0,0600-0659,2586.0,11,0
0.1,62,48,5,B6,BOS,MA,-9.0,0.0,1100-1159,2704.0,11,0
0.0,73,56,1,AS,SEA,WA,13.0,0.0,1500-1559,679.0,3,1
0.11,58,44,1,OO,BFL,CA,-8.0,0.0,1100-1159,238.0,1,0
0.02,66,51,2,B6,BOS,MA,13.0,0.0,1100-1159,2704.0,11,1
0.11,64,48,4,OO,SMF,CA,-1.0,0.0,0800-0859,86.0,1,0
0.0,72,55,7,AS,SEA,WA,8.0,0.0,1100-1159,679.0,3,1
0.0,72,54,7,AS,ORD,IL,75.0,1.0,0800-0859,1846.0,8,1
0.0,72,56,7,DL,MSP,MN,-8.0,0.0,1600-1659,1589.0,7,0
0.07,64,47,7,UA,SEA,WA,25.0,1.0,1600-1659,679.0,3,1
0.0,72,54,4,UA,PHX,AZ,43.0,1.0,1000-1059,651.0,3,1
0.09,59,45,3,AA,PHX,AZ,-9.0,0.0,0900-0959,651.0,3,0
0.07,63,48,5,AS,JFK,NY,2.0,0.0,0700-0759,2586.0,11,1
0.0,69,52,2,OO,MRY,CA,-6.0,0.0,1200-1259,77.0,1,0
0.1,62,47,1,UA,DEN,CO,-4.0,0.0,0001-0559,967.0,4,0
0.02,67,50,4,UA,BOS,MA,-2.0,0.0,1600-1659,2704.0,11,0
0.01,68,52,1,UA,LAS,NV,-10.0,0.0,2200-2259,414.0,2,0
0.01,68,52,6,OO,SEA,WA,-9.0,0.0,1800-1859,679.0,3,0
0.04,67,50,4,OO,MFR,OR,-5.0,0.0,1000-1059,329.0,2,0
0.13,54,43,4,UA,EWR,NJ,18.0,1.0,2300-2359,2565.0,11,1
0.17,59,47,5,UA,DEN,CO,-4.0,0.0,0600-0659,967.0,4,0
0.07,62,47,3,AA,PHL,PA,1.0,0.0,2300-2359,2521.0,11,1
0.0,68,53,6,OO,SLC,UT,-5.0,0.0,1900-1959,599.0,3,0
0.05,63,48,5,AS,EWR,NJ,-6.0,0.0,0700-0759,2565.0,11,0
0.11,64,48,4,UA,BOS,MA,110.0,1.0,2200-2259,2704.0,11,1
0.0,71,55,3,B6,BOS,MA,-7.0,0.0,0700-0759,2704.0,11,0
0.0,71,54,6,OO,BOI,ID,-2.0,0.0,0900-0959,522.0,3,0
0.01,69,53,4,B6,LAX,CA,1.0,0.0,1000-1059,337.0,2,1
0.2,63,48,4,AS,PDX,OR,-5.0,0.0,2000-2059,550.0,3,0
0.13,60,47,4,UA,BOS,MA,-5.0,0.0,1300-1359,2704.0,11,0
0.2,56,44,6,OO,RDM,OR,1.0,0.0,1000-1059,462.0,2,1
0.19,59,47,3,DL,ATL,GA,-5.0,0.0,0600-0659,2139.0,9,0
0.0,73,54,3,UA,IAD,VA,216.0,1.0,2200-2259,2419.0,10,1
0.06,64,49,7,UA,LAS,NV,13.0,0.0,2200-2259,414.0,2,1
0.0,72,56,3,QX,PAE,WA,4.0,0.0,2000-2059,710.0,3,1
0.11,57,44,3,OO,SEA,WA,-4.0,0.0,1000-1059,679.0,3,0
0.02,67,50,4,OO,ACV,CA,-3.0,0.0,1800-1859,250.0,2,0
0.1,57,43,4,AA,CLT,NC,-16.0,0.0,0800-0859,2296.0,10,0
0.13,62,48,6,UA,LAX,CA,-2.0,0.0,1900-1959,337.0,2,0
0.01,68,52,7,AS,MCO,FL,-7.0,0.0,0800-0859,2446.0,10,0
0.0,71,55,3,F9,LAS,NV,-9.0,0.0,1700-1759,414.0,2,0
0.0,73,54,6,UA,MCO,FL,51.0,1.0,2200-2259,2446.0,10,1
0.0,70,53,5,AA,JFK,NY,0.0,0.0,2200-2259,2586.0,11,0
0.06,62,47,6,OO,FAT,CA,-9.0,0.0,1400-1459,158.0,1,0
0.09,60,46,4,DL,MSP,MN,0.0,0.0,1500-1559,1589.0,7,0
0.2,59,45,3,UA,PDX,OR,-2.0,0.0,1600-1659,550.0,3,0
0.04,64,48,5,B6,LAX,CA,-7.0,0.0,1900-1959,337.0,2,0
0.04,65,50,5,OO,SAN,CA,-7.0,0.0,1200-1259,447.0,2,0
0.0,72,56,5,UA,RDU,NC,-2.0,0.0,0900-0959,2400.0,10,0
0.06,62,47,6,UA,EWR,NJ,1.0,0.0,2200-2259,2565.0,11,1
0.01,67,50,5,UA,BOS,MA,-5.0,0.0,0800-0859,2704.0,11,0
0.14,61,48,7,OO,RNO,NV,-4.0,0.0,2200-2259,192.0,1,0
0.02,67,51,1,WN,LAX,CA,-7.0,0.0,0700-0759,337.0,2,0
0.0,72,55,1,UA,IND,IN,-8.0,0.0,2300-2359,1943.0,8,0
0.01,70,53,4,OO,SNA,CA,-10.0,0.0,0600-0659,372.0,2,0
0.02,63,49,6,OO,SNA,CA,-10.0,0.0,2100-2159,372.0,2,0
0.02,67,50,7,B6,LAX,CA,-10.0,0.0,1900-1959,337.0,2,0
0.01,68,52,7,DL,JFK,NY,7.0,0.0,2200-2259,2586.0,11,1
0.01,67,50,5,WN,BUR,CA,-8.0,0.0,1700-1759,326.0,2,0
0.01,67,51,5,UA,MSY,LA,22.0,1.0,2300-2359,1911.0,8,1
0.01,71,55,2,OO,BOI,ID,-4.0,0.0,0900-0959,522.0,3,0
0.01,68,52,7,OO,SAN,CA,-3.0,0.0,1600-1659,447.0,2,0
0.0,72,56,3,UA,BOS,MA,-5.0,0.0,2100-2159,2704.0,11,0
0.01,68,52,6,UA,SAN,CA,-3.0,0.0,1700-1759,447.0,2,0
0.0,72,54,5,UA,AUS,TX,-8.0,0.0,1300-1359,1504.0,7,0
0.0,67,49,2,OO,RNO,NV,-8.0,0.0,1800-1859,192.0,1,0
0.0,72,55,6,AA,DFW,TX,12.0,0.0,1200-1259,1464.0,6,1
0.07,66,49,2,UA,PHX,AZ,-5.0,0.0,1000-1059,651.0,3,0
0.01,71,55,3,OO,RDD,CA,-3.0,0.0,2200-2259,199.0,1,0
0.11,63,48,7,OO,FAT,CA,-2.0,0.0,0800-0859,158.0,1,0
0.09,58,44,6,OO,AUS,TX,17.0,1.0,0800-0859,1504.0,7,1
0.21,55,43,7,B6,LAX,CA,128.0,1.0,0800-0859,337.0,2,1
0.01,68,53,6,AS,PDX,OR,-10.0,0.0,1300-1359,550.0,3,0
0.03,67,51,3,OO,RNO,NV,-5.0,0.0,0800-0859,192.0,1,0
0.02,67,50,7,WN,LAX,CA,14.0,0.0,1300-1359,337.0,2,1
0.0,71,56,5,OO,PSP,CA,-1.0,0.0,1600-1659,421.0,2,0
0.0,72,54,1,AA,DFW,TX,1.0,0.0,1700-1759,1464.0,6,1
0.16,56,44,7,UA,IAH,TX,-7.0,0.0,1600-1659,1635.0,7,0
0.09,62,48,4,OO,SNA,CA,-5.0,0.0,1800-1859,372.0,2,0
0.08,62,47,2,UA,IAH,TX,-6.0,0.0,1800-1859,1635.0,7,0
0.0,71,55,6,UA,IAH,TX,117.0,1.0,2300-2359,1635.0,7,1
0.0,67,52,3,UA,HNL,HI,-1.0,0.0,0800-0859,2398.0,10,0
0.04,65,50,6,UA,DEN,CO,-4.0,0.0,1400-1459,967.0,4,0
0.0,67,50,3,AA,DFW,TX,-8.0,0.0,0800-0859,1464.0,6,0
0.0,74,56,2,UA,ORD,IL,-9.0,0.0,1800-1859,1846.0,8,0
0.07,63,48,5,AA,DFW,TX,22.0,1.0,1400-1459,1464.0,6,1
0.0,73,55,6,OO,SBA,CA,-5.0,0.0,0800-0859,262.0,2,0
0.0,73,55,5,QX,PAE,WA,-4.0,0.0,1600-1659,710.0,3,0
0.01,68,52,6,OO,LAX,CA,11.0,0.0,2200-2259,337.0,2,1
0.0,70,53,3,OO,SNA,CA,-2.0,0.0,1700-1759,372.0,2,0
0.18,57,45,3,OO,SAN,CA,-5.0,0.0,1100-1159,447.0,2,0
0.06,61,49,1,UA,AUS,TX,-2.0,0.0,0900-0959,1504.0,7,0
0.17,58,46,1,UA,KOA,HI,-6.0,0.0,1600-1659,2367.0,10,0
0.07,64,48,5,AS,BOS,MA,8.0,0.0,0900-0959,2704.0,11,1
0.06,64,50,6,DL,JFK,NY,-1.0,0.0,0700-0759,2586.0,11,0
0.06,58,44,2,OO,PDX,OR,0.0,0.0,1300-1359,550.0,3,0
0.11,62,46,7,AA,ORD,IL,-3.0,0.0,2200-2259,1846.0,8,0
0.07,64,47,7,OO,LAX,CA,-6.0,0.0,0800-0859,337.0,2,0
0.0,72,55,1,WN,SAN,CA,-2.0,0.0,0800-0859,447.0,2,0
0.01,70,54,3,UA,EWR,NJ,32.0,1.0,2200-2259,2565.0,11,1
0.01,68,53,5,UA,EWR,NJ,-5.0,0.0,1000-1059,2565.0,11,0
0.02,65,48,4,UA,OGG,HI,-1.0,0.0,0900-0959,2338.0,10,0
0.06,62,47,1,OO,RNO,NV,-6.0,0.0,1300-1359,192.0,1,0
0.09,56,45,5,B6,LAX,CA,-10.0,0.0,0700-0759,337.0,2,0
0.02,67,50,4,UA,OGG,HI,-4.0,0.0,0900-0959,2338.0,10,0
0.0,72,55,6,UA,SAN,CA,-2.0,0.0,1200-1259,447.0,2,0
0.01,68,52,7,WN,PHX,AZ,-5.0,0.0,1500-1559,651.0,3,0
0.11,60,48,2,AS,SEA,WA,6.0,0.0,2100-2159,679.0,3,1
0.0,73,55,1,AS,DAL,TX,148.0,1.0,0900-0959,1476.0,6,1
0.13,62,48,3,WN,BUR,CA,0.0,0.0,1900-1959,326.0,2,0
0.0,70,53,3,AA,JFK,NY,-5.0,0.0,1100-1159,2586.0,11,0
0.22,60,47,4,OO,PDX,OR,0.0,0.0,1300-1359,550.0,3,0
0.04,64,47,2,HA,OGG,HI,2.0,0.0,1000-1059,2338.0,10,1
0.02,66,48,3,AS,LAS,NV,-2.0,0.0,2100-2159,414.0,2,0
0.05,60,47,7,AS,JFK,NY,-8.0,0.0,0700-0759,2586.0,11,0
0.0,73,55,5,HA,HNL,HI,19.0,1.0,0900-0959,2398.0,10,1
0.07,64,47,7,UA,MFR,OR,60.0,1.0,2200-2259,329.0,2,1
0.05,59,45,6,UA,SLC,UT,17.0,1.0,1100-1159,599.0,3,1
0.0,72,56,6,UA,IAH,TX,-1.0,0.0,0700-0759,1635.0,7,0
0.19,59,47,3,UA,DEN,CO,-12.0,0.0,0001-0559,967.0,4,0
0.01,70,53,4,UA,SEA,WA,6.0,0.0,0800-0859,679.0,3,1
0.1,62,48,5,AS,SEA,WA,-8.0,0.0,1800-1859,679.0,3,0
0.0,73,54,3,UA,LIH,HI,0.0,0.0,1600-1659,2447.0,10,0
0.01,68,52,5,UA,PDX,OR,51.0,1.0,2200-2259,550.0,3,1
0.01,67,51,6,UA,LAX,CA,5.0,0.0,1600-1659,337.0,2,1
0.0,70,56,4,WN,LAX,CA,2.0,0.0,1600-1659,337.0,2,1
0.0,72,55,1,UA,BOS,MA,54.0,1.0,1000-1059,2704.0,11,1
0.0,72,56,6,OO,SBP,CA,-5.0,0.0,1000-1059,190.0,1,0
0.06,61,49,1,UA,SAN,CA,-10.0,0.0,2100-2159,447.0,2,0
0.0,73,55,5,OO,BIH,CA,-3.0,0.0,1300-1359,221.0,1,0
0.0,72,54,1,UA,EWR,NJ,68.0,1.0,1300-1359,2565.0,11,1
0.09,62,48,4,DL,SEA,WA,1.0,0.0,1400-1459,679.0,3,1
0.01,71,55,3,DL,JFK,NY,4.0,0.0,0600-0659,2586.0,11,1
0.06,64,50,6,UA,PSP,CA,-5.0,0.0,0800-0859,421.0,2,0
0.01,68,52,7,QX,PAE,WA,0.0,0.0,1900-1959,710.0,3,0
0.17,59,47,5,B6,LAX,CA,-7.0,0.0,1900-1959,337.0,2,0
0.0,72,55,6,OO,RNO,NV,-8.0,0.0,1200-1259,192.0,1,0
0.01,68,52,5,WN,LAS,NV,32.0,1.0,1900-1959,414.0,2,1
0.0,72,56,7,B6,FLL,FL,0.0,0.0,1100-1159,2584.0,11,0
0.08,62,47,2,OO,SLC,UT,-2.0,0.0,0800-0859,599.0,3,0
0.17,62,48,2,DL,ATL,GA,-2.0,0.0,1100-1159,2139.0,9,0
0.0,70,53,4,WN,DEN,CO,12.0,0.0,1200-1259,967.0,4,1
0.18,57,45,3,AS,SEA,WA,-8.0,0.0,2000-2059,679.0,3,0
0.03,63,48,2,UA,SAN,CA,-1.0,0.0,2200-2259,447.0,2,0
0.11,58,44,1,OO,SAN,CA,173.0,1.0,1100-1159,447.0,2,1
0.11,62,46,7,AS,MCO,FL,-2.0,0.0,0800-0859,2446.0,10,0
0.05,63,48,7,UA,OGG,HI,-6.0,0.0,1100-1159,2338.0,10,0
0.0,69,52,2,OO,LAX,CA,-6.0,0.0,1300-1359,337.0,2,0
0.03,64,49,3,UA,SEA,WA,-5.0,0.0,1900-1959,679.0,3,0
0.17,61,48,3,AA,JFK,NY,-6.0,0.0,1200-1259,2586.0,11,0
0.13,59,46,5,WN,LAS,NV,-4.0,0.0,0800-0859,414.0,2,0
0.15,58,46,2,UA,ORD,IL,-7.0,0.0,1300-1359,1846.0,8,0
0.0,73,55,1,OO,OTH,OR,-5.0,0.0,1100-1159,412.0,2,0
0.22,60,47,4,AS,SEA,WA,2.0,0.0,2000-2059,679.0,3,1
0.24,60,47,6,OO,PSP,CA,-8.0,0.0,0900-0959,421.0,2,0
0.18,57,44,2,UA,LAS,NV,-7.0,0.0,0900-0959,414.0,2,0
0.0,73,55,5,B6,BOS,MA,-4.0,0.0,0700-0759,2704.0,11,0
0.03,67,50,5,UA,ORD,IL,-3.0,0.0,0600-0659,1846.0,8,0
0.02,67,50,4,F9,DEN,CO,0.0,0.0,0001-0559,967.0,4,0
0.09,58,44,7,WN,LAX,CA,-2.0,0.0,1500-1559,337.0,2,0
0.11,57,44,3,AS,DCA,VA,-8.0,0.0,0800-0859,2442.0,10,0
0.13,61,47,6,OO,SAN,CA,-8.0,0.0,1500-1559,447.0,2,0
0.08,56,43,2,AS,SEA,WA,-2.0,0.0,1800-1859,679.0,3,0
0.1,59,46,3,OO,LAX,CA,23.0,1.0,0800-0859,337.0,2,1
0.05,60,47,7,B6,JFK,NY,-12.0,0.0,0700-0759,2586.0,11,0
0.02,65,48,4,OO,LAX,CA,9.0,0.0,1000-1059,337.0,2,1
0.13,59,45,4,B6,FLL,FL,-4.0,0.0,2200-2259,2584.0,11,0
0.01,67,51,5,UA,PHL,PA,-1.0,0.0,2300-2359,2521.0,11,0
0.0,72,56,2,AA,ORD,IL,43.0,1.0,1300-1359,1846.0,8,1
0.14,61,47,1,UA,SEA,WA,-4.0,0.0,1600-1659,679.0,3,0
0.0,73,55,6,AA,PHX,AZ,-3.0,0.0,0600-0659,651.0,3,0
0.31,59,46,2,UA,SNA,CA,-7.0,0.0,1300-1359,372.0,2,0
0.0,71,54,7,AA,JFK,NY,-5.0,0.0,1300-1359,2586.0,11,0
0.0,67,49,2,UA,EWR,NJ,-5.0,0.0,2100-2159,2565.0,11,0
0.12,60,46,5,UA,HNL,HI,17.0,1.0,1600-1659,2398.0,10,1
0.0,70,53,2,UA,BOS,MA,-6.0,0.0,1300-1359,2704.0,11,0
0.0,73,54,2,UA,SAN,CA,-2.0,0.0,1800-1859,447.0,2,0
0.09,62,47,2,OO,SEA,WA,8.0,0.0,1000-1059,679.0,3,1
0.01,67,50,5,OO,PHX,AZ,-5.0,0.0,0800-0859,651.0,3,0
0.11,60,48,2,UA,HNL,HI,5.0,0.0,1800-1859,2398.0,10,1
0.0,69,52,3,AA,DFW,TX,-2.0,0.0,0800-0859,1464.0,6,0
0.07,55,43,3,UA,SEA,WA,40.0,1.0,1300-1359,679.0,3,1
0.0,73,55,6,UA,ATL,GA,-1.0,0.0,1000-1059,2139.0,9,0
0.13,61,47,6,AS,JFK,NY,-6.0,0.0,1000-1059,2586.0,11,0
0.0,72,54,2,UA,LIH,HI,8.0,0.0,1600-1659,2447.0,10,1
0.06,55,44,6,OO,RNO,NV,-3.0,0.0,2200-2259,192.0,1,0
0.02,64,48,5,OO,SLC,UT,-5.0,0.0,0900-0959,599.0,3,0
0.2,63,48,4,WN,PHX,AZ,25.0,1.0,0001-0559,651.0,3,1
0.07,64,48,5,UA,IAH,TX,4.0,0.0,1800-1859,1635.0,7,1
0.0,68,53,2,UA,LIH,HI,-2.0,0.0,0900-0959,2447.0,10,0
0.13,60,46,5,OO,SUN,ID,3.0,0.0,1000-1059,587.0,3,1
0.0,68,53,2,UA,ORD,IL,-6.0,0.0,0600-0659,1846.0,8,0
0.0,72,54,5,UA,SEA,WA,42.0,1.0,1600-1659,679.0,3,1
0.03,63,48,2,UA,DEN,CO,-6.0,0.0,0600-0659,967.0,4,0
0.11,60,48,2,UA,KOA,HI,0.0,0.0,1600-1659,2367.0,10,0
0.06,62,47,6,OO,BUR,CA,-7.0,0.0,0800-0859,326.0,2,0
0.02,67,50,4,UA,ORD,IL,18.0,1.0,2300-2359,1846.0,8,1
0.17,59,47,5,UA,SEA,WA,4.0,0.0,1600-1659,679.0,3,1
0.07,62,47,3,OO,LAX,CA,-2.0,0.0,1700-1759,337.0,2,0
0.06,64,49,7,UA,LAX,CA,-7.0,0.0,0001-0559,337.0,2,0
0.01,68,52,5,UA,OGG,HI,-5.0,0.0,0900-0959,2338.0,10,0
0.13,59,45,4,UA,TPA,FL,-10.0,0.0,2300-2359,2393.0,10,0
0.08,56,43,2,WN,LAX,CA,-6.0,0.0,0700-0759,337.0,2,0
0.06,63,48,6,OO,LAX,CA,-3.0,0.0,1000-1059,337.0,2,0
0.03,64,50,7,WN,BUR,CA,-5.0,0.0,0800-0859,326.0,2,0
0.05,63,48,7,WN,BUR,CA,18.0,1.0,1400-1459,326.0,2,1
0.0,71,55,6,OO,SAN,CA,-5.0,0.0,1700-1759,447.0,2,0
0.12,57,45,5,UA,LIH,HI,-3.0,0.0,0800-0859,2447.0,10,0
0.13,54,43,4,OO,ACV,CA,3.0,0.0,1000-1059,250.0,2,1
0.2,57,44,1,UA,DEN,CO,2.0,0.0,1300-1359,967.0,4,1
0.17,61,48,3,AS,ORD,IL,-9.0,0.0,1100-1159,1846.0,8,0
0.07,64,47,7,B6,BDL,CT,77.0,1.0,2200-2259,2625.0,11,1
0.15,58,46,2,UA,EWR,NJ,-3.0,0.0,0800-0859,2565.0,11,0
0.1,56,44,7,B6,LAX,CA,-5.0,0.0,1700-1759,337.0,2,0
0.31,59,46,2,B6,EWR,NJ,-13.0,0.0,2100-2159,2565.0,11,0
0.02,66,51,2,DL,MSP,MN,-9.0,0.0,0600-0659,1589.0,7,0
0.18,57,45,3,OO,ONT,CA,-1.0,0.0,2200-2259,363.0,2,0
0.14,61,48,7,UA,MCO,FL,-7.0,0.0,2200-2259,2446.0,10,0
0.05,60,47,7,UA,HNL,HI,10.0,0.0,1800-1859,2398.0,10,1
0.07,64,48,5,UA,LAX,CA,26.0,1.0,2200-2259,337.0,2,1
0.01,71,54,4,UA,IAH,TX,15.0,1.0,1600-1659,1635.0,7,1
0.11,57,44,3,OO,SLC,UT,-6.0,0.0,1800-1859,599.0,3,0
0.11,58,44,1,OO,OTH,OR,21.0,1.0,1100-1159,412.0,2,1
0.02,67,50,4,UA,LAX,CA,-2.0,0.0,1900-1959,337.0,2,0
0.0,72,55,4,OO,MFR,OR,0.0,0.0,1600-1659,329.0,2,0
0.0,73,54,3,OO,LAX,CA,-3.0,0.0,1700-1759,337.0,2,0
0.13,54,43,4,UA,LAX,CA,-2.0,0.0,2200-2259,337.0,2,0
0.11,59,45,4,UA,PDX,OR,0.0,0.0,1600-1659,550.0,3,0
0.02,67,50,4,UA,DEN,CO,0.0,0.0,2000-2059,967.0,4,0
0.16,56,44,7,UA,IND,IN,3.0,0.0,1600-1659,1943.0,8,1
0.22,60,47,4,AS,LAX,CA,-11.0,0.0,1600-1659,337.0,2,0
0.0,73,55,5,QX,SEA,WA,-3.0,0.0,0600-0659,679.0,3,0
0.0,67,52,3,AA,PHX,AZ,-5.0,0.0,1200-1259,651.0,3,0
0.06,65,50,3,OO,AUS,TX,-1.0,0.0,1700-1759,1504.0,7,0
0.04,64,48,5,DL,BOS,MA,2.0,0.0,1500-1559,2704.0,11,1
0.1,59,46,3,DL,ATL,GA,-2.0,0.0,0800-0859,2139.0,9,0
0.02,66,48,3,UA,ORD,IL,-6.0,0.0,0600-0659,1846.0,8,0
0.06,63,48,6,F9,DEN,CO,5.0,0.0,1900-1959,967.0,4,1
0.08,57,44,1,OO,RNO,NV,-6.0,0.0,1200-1259,192.0,1,0
0.21,55,43,7,UA,PDX,OR,9.0,0.0,0800-0859,550.0,3,1
0.01,71,54,4,UA,HNL,HI,15.0,1.0,0900-0959,2398.0,10,1
0.0,72,54,2,UA,IAD,VA,-2.0,0.0,0800-0859,2419.0,10,0
0.16,57,45,4,UA,SBA,CA,104.0,1.0,1000-1059,262.0,2,1
0.08,56,43,2,UA,LAS,NV,0.0,0.0,1100-1159,414.0,2,0
0.21,55,43,7,OO,BZN,MT,69.0,1.0,1200-1259,807.0,4,1
0.09,59,45,3,UA,LAX,CA,-6.0,0.0,0600-0659,337.0,2,0
0.0,72,54,7,UA,IAH,TX,11.0,0.0,0001-0559,1635.0,7,1
0.01,69,53,4,QX,GEG,WA,4.0,0.0,1000-1059,733.0,3,1
0.09,62,48,7,OO,EUG,OR,-5.0,0.0,1000-1059,451.0,2,0
0.01,70,54,3,AS,EWR,NJ,14.0,0.0,1000-1059,2565.0,11,1
0.0,73,55,6,UA,MFR,OR,-7.0,0.0,2200-2259,329.0,2,0
0.01,71,54,4,WN,PHX,AZ,26.0,1.0,1900-1959,651.0,3,1
0.01,67,51,5,OO,LAX,CA,-5.0,0.0,1700-1759,337.0,2,0
0.0,71,55,3,OO,MRY,CA,-6.0,0.0,1100-1159,77.0,1,0
0.0,73,56,1,UA,OGG,HI,-5.0,0.0,1600-1659,2338.0,10,0
0.13,54,43,4,OO,AUS,TX,108.0,1.0,1800-1859,1504.0,7,1
0.22,60,47,4,OO,SLC,UT,-3.0,0.0,1600-1659,599.0,3,0
0.0,74,56,2,UA,LAS,NV,18.0,1.0,2200-2259,414.0,2,1
0.2,60,46,1,OO,SNA,CA,9.0,0.0,1700-1759,372.0,2,1
0.02,66,51,2,DL,JFK,NY,108.0,1.0,2200-2259,2586.0,11,1
0.14,61,47,1,OO,LAX,CA,-7.0,0.0,1200-1259,337.0,2,0
0.07,62,47,3,UA,DEN,CO,6.0,0.0,1600-1659,967.0,4,1
0.16,60,47,7,DL,SEA,WA,14.0,0.0,1400-1459,679.0,3,1
0.02,67,50,4,DL,DTW,MI,-6.0,0.0,1400-1459,2079.0,9,0
0.17,62,48,2,WN,BUR,CA,-2.0,0.0,0900-0959,326.0,2,0
0.0,70,56,4,UA,EUG,OR,1.0,0.0,1000-1059,451.0,2,1
0.01,68,52,6,AA,JFK,NY,-3.0,0.0,2200-2259,2586.0,11,0
0.02,66,50,4,AS,LAS,NV,4.0,0.0,2000-2059,414.0,2,1
0.1,56,44,7,OO,ONT,CA,7.0,0.0,0800-0859,363.0,2,1
0.0,72,55,7,OO,MRY,CA,29.0,1.0,1100-1159,77.0,1,1
0.0,72,54,2,UA,ORD,IL,-4.0,0.0,1700-1759,1846.0,8,0
0.1,57,43,4,AS,SEA,WA,20.0,1.0,1100-1159,679.0,3,1
0.13,54,43,4,OO,LAX,CA,30.0,1.0,2000-2059,337.0,2,1
0.0,72,56,2,WN,LAX,CA,0.0,0.0,0800-0859,337.0,2,0
0.06,63,48,1,UA,PSP,CA,-3.0,0.0,0800-0859,421.0,2,0
0.11,63,48,7,UA,EWR,NJ,4.0,0.0,1200-1259,2565.0,11,1
0.0,73,55,6,AS,JFK,NY,-5.0,0.0,2200-2259,2586.0,11,0
0.0,72,55,1,WN,SAN,CA,0.0,0.0,0800-0859,447.0,2,0
0.11,60,45,5,OO,PSP,CA,31.0,1.0,1800-1859,421.0,2,1
0.09,56,44,6,UA,IAH,TX,1.0,0.0,0700-0759,1635.0,7,1
0.05,63,48,5,UA,TPA,FL,46.0,1.0,2300-2359,2393.0,10,1
0.16,60,47,7,AS,HNL,HI,10.0,0.0,1100-1159,2398.0,10,1
0.02,68,52,2,OO,SBP,CA,-2.0,0.0,1000-1059,190.0,1,0
